global_id,ObjectName,NameWinter,PhotoWinter,AdmArea,District,Address,Email,WebSite,HelpPhone,HelpPhoneExtension,WorkingHoursWinter,ClarificationOfWorkingHoursWinter,HasEquipmentRental,EquipmentRentalComments,HasTechService,TechServiceComments,HasDressingRoom,HasEatery,HasToilet,HasWifi,HasCashMachine,HasFirstAidPost,HasMusic,UsagePeriodWinter,DimensionsWinter,Lighting,SurfaceTypeWinter,Seats,Paid,PaidComments,DisabilityFriendly,ServicesWinter,geoData
613270098,Бассейн плавательный «Панджшер»,бассейн плавательный 25-ти метровый крытый,[{'Photo': '1548697c-26a9-414c-b2cb-891e19be4e32'}],Южный административный округ,район Чертаново Северное,"Сумской проезд, дом 8, корпус 3",pandjsher@yandex.ru,www.pandjsher.ru,(495) 316-93-93,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'среда', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'суббота', 'Hours': '09:00-22:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '09:00-22:00'}]",,нет,,нет,,да,нет,да,нет,нет,нет,нет,01.01-31.12,"[{'Square': 250, 'Length': 25, 'Width': 10, 'Depth': None}]",освещение светодиодными лампами,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.6115906126561, 55.6349801003962], 'type': 'Point'}"
613307178,Физкультурно-оздоровительный комплекс с бассейном «Филиал МПО имени И. Румянцева»,бассейн плавательный 25-ти метровый крытый,[{'Photo': '2a393be7-559e-40d5-9dce-b62da2371683'}],Северный административный округ,Савёловский район,"Писцовая улица, дом 12, строение 1",Sportkom@bk.ru,www.sport-mpo.ru/,(495) 685-06-47,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'среда', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'суббота', 'Hours': '07:45-23:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:30-21:00'}]",,нет,,да,,да,да,да,да,нет,да,да,01.09-31.08,"[{'Square': 400, 'Length': 25, 'Width': 16, 'Depth': 6}]",освещение газоразрядными лампами,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.5768834443418, 55.7981023304054], 'type': 'Point'}"
613327819,Фитнес клуб «Манхеттен»,бассейн плавательный 25-ти метровый крытый,[{'Photo': '19b21ffb-0201-4e52-90b9-ea2a15d7c189'}],Северо-Восточный административный округ,Бутырский район,"Новодмитровская улица, дом 5А, строение 2",sale@manfit.ru,www.manfit.ru,(495) 032-35-53,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'среда', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'суббота', 'Hours': '09:00-22:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '09:00-22:00'}]",,нет,,нет,,да,да,да,да,да,да,да,01.09-31.08,"[{'Square': 250, 'Length': 25, 'Width': 10, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.5888536577407, 55.8073329030379], 'type': 'Point'}"
613369770,Физкультурно-оздоровительный комплекс с бассейном «Курьяново»,бассейн плавательный площадью более 60-ти кв.м крытый,[{'Photo': '1fd5b816-2543-4e01-a1ab-b91f36e86026'}],Юго-Восточный административный округ,район Печатники,"1-й Курьяновский проезд, дом 17, строение 1",cop@mossport.ru,vostok.mossport.ru/,(499) 780-15-82,,"[{'DayOfWeek': 'понедельник', 'Hours': '10:00-22:00'}, {'DayOfWeek': 'вторник', 'Hours': '10:00-22:00'}, {'DayOfWeek': 'среда', 'Hours': '10:00-22:00'}, {'DayOfWeek': 'четверг', 'Hours': '10:00-22:00'}, {'DayOfWeek': 'пятница', 'Hours': '10:00-22:00'}, {'DayOfWeek': 'суббота', 'Hours': '09:30-22:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:45-21:00'}]",,нет,,нет,,да,нет,да,нет,нет,да,да,01.01-31.12,"[{'Square': 60, 'Length': 10, 'Width': 6, 'Depth': 0.6}]",смешанное освещение,специальное покрытие,0,платно,прейскурант цен указан на сайте организации,частично приспособлен,общая физическая подготовка,"{'coordinates': [37.6961079992049, 55.6555599326288], 'type': 'Point'}"
613372867,Бассейн плавательный «ЦСиО «Самбо-70» отделение «Юность»,бассейн плавательный крытый,[{'Photo': 'c0c4ac37-6a89-483e-a079-7a52c502b9a4'}],Юго-Западный административный округ,район Тёплый Стан,"улица Академика Бакулева, дом 5",,sambo70.mossport.ru/,(495) 438-89-55,,"[{'DayOfWeek': 'понедельник', 'Hours': '06:45-23:00'}, {'DayOfWeek': 'вторник', 'Hours': '06:45-23:00'}, {'DayOfWeek': 'среда', 'Hours': '06:45-23:00'}, {'DayOfWeek': 'четверг', 'Hours': '06:45-23:00'}, {'DayOfWeek': 'пятница', 'Hours': '06:45-23:00'}, {'DayOfWeek': 'суббота', 'Hours': '06:45-23:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '06:45-23:00'}]",,нет,,нет,,да,нет,да,нет,нет,да,да,01.09-31.08,"[{'Square': 128, 'Length': 16, 'Width': 8, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,прейскурант цен указан на сайте организации,приспособлен для лиц с нарушением ОДА,общая физическая подготовка,"{'coordinates': [37.4833028081093, 55.6408402597142], 'type': 'Point'}"
613432010,Бассейн плавательный «МССУОР № 2»,бассейн плавательный 25-ти метровый крытый,[{'Photo': '5394cb5b-ad0b-4607-aea0-6f2a8c88a30a'}],Западный административный округ,район Фили-Давыдково,"Малая Филёвская улица, дом 34, корпус 2-А",uor2@mos.ru,uor2.mossport.ru/,(499) 146-10-29,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:30-22:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:30-22:00'}, {'DayOfWeek': 'среда', 'Hours': '07:30-22:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:30-22:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:30-22:00'}, {'DayOfWeek': 'суббота', 'Hours': '07:30-22:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '07:30-22:00'}]",,нет,,нет,,да,нет,да,нет,нет,да,да,03.08-30.06,"[{'Square': 275, 'Length': 25, 'Width': 11, 'Depth': 1.9}]",освещение газоразрядными лампами,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.4575419005609, 55.7351734408959], 'type': 'Point'}"
613449611,Фитнес клуб «Палестра Спорт»,бассейн плавательный 25-ти метровый крытый,[{'Photo': '47c9a449-f8c1-4f12-92d3-b6cb029305a0'}],Северный административный округ,район Сокол,"2-я Песчаная улица, дом 4А, корпус 1",info@palestrasport.ru,www.palestrasport.ru,(499) 157-13-45,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'среда', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'суббота', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'воскресенье', 'Hours': '07:00-23:59'}]",,нет,,нет,,да,нет,да,нет,нет,нет,да,01.01-31.12,"[{'Square': 281.3, 'Length': 25, 'Width': 11.25, 'Depth': 2}]",смешанное освещение,специальное покрытие,0,платно,,,общая физическая подготовка,"{'coordinates': [37.5167506777076, 55.7940756282053], 'type': 'Point'}"
613619820,Спортивный комплекс «Яуза»,бассейн плавательный 25-ти метровый крытый,[{'Photo': '95c2e45a-7a02-4b56-892b-3efb4c874540'}],Северо-Восточный административный округ,Бабушкинский район,"Олонецкий проезд, дом 5",mso@mos.sport,mos.sport/,(495) 681-01-48,,"[{'DayOfWeek': 'понедельник', 'Hours': '06:30-23:30'}, {'DayOfWeek': 'вторник', 'Hours': '06:30-23:30'}, {'DayOfWeek': 'среда', 'Hours': '06:30-23:30'}, {'DayOfWeek': 'четверг', 'Hours': '06:30-23:30'}, {'DayOfWeek': 'пятница', 'Hours': '06:30-23:30'}, {'DayOfWeek': 'суббота', 'Hours': '06:30-23:30'}, {'DayOfWeek': 'воскресенье', 'Hours': '06:30-23:30'}]",,нет,,нет,,да,нет,да,нет,нет,да,да,01.01-31.12,"[{'Square': 350, 'Length': 25, 'Width': 14, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,приспособлен для всех групп инвалидов,общая физическая подготовка,"{'coordinates': [37.6654023723262, 55.8795526552478], 'type': 'Point'}"
613710370,Спортивный комплекс «Дегунино»,"бассейн плавательный 25-ти метровый крытый, «Большая чаша»",[{'Photo': '125d061e-1fdf-4461-b884-55a08df99e63'}],Северный административный округ,район Восточное Дегунино,"Керамический проезд, дом 61, корпус 3",sever@mossport.ru,sever.mossport.ru/,(495) 483-17-30,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-22:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-22:00'}, {'DayOfWeek': 'среда', 'Hours': '07:00-22:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-22:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-22:00'}, {'DayOfWeek': 'суббота', 'Hours': '07:00-22:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '07:00-22:00'}]",,нет,,нет,,да,нет,да,да,нет,да,да,01.09-31.08,"[{'Square': 400, 'Length': 25, 'Width': 16, 'Depth': 2.8}]",смешанное освещение,специальное покрытие,80,платно,,частично приспособлен,общая физическая подготовка,"{'coordinates': [37.5656521859868, 55.8856104359567], 'type': 'Point'}"
613715335,Фитнес клуб «Ворлд Класс»,бассейн плавательный 25-ти метровый крытый,[{'Photo': 'b6b82a90-7d54-45ec-b042-fa61edc7daa9'}],Северо-Восточный административный округ,район Марьина Роща,"12-й проезд Марьиной Рощи, владение 9, строение 2",wclass@dol.ru,www.worldclass.ru/clubs/sheremetevskaya/detail,(495) 933-75-25,,"[{'DayOfWeek': 'понедельник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'вторник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'среда', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'четверг', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'пятница', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'суббота', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:00-20:00'}]",,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,01.09-31.08,"[{'Square': 250, 'Length': 25, 'Width': 10, 'Depth': None}]",освещение светодиодными лампами,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.6186430382287, 55.8044142126656], 'type': 'Point'}"
613724225,Фитнес клуб «Марина клаб»,бассейн плавательный 50-ти метровый крытый,[{'Photo': '92110e42-7f0a-49df-b045-e6a7ba9fa074'}],Северный административный округ,Войковский район,"Ленинградское шоссе, дом 25А, строение 4",public@marina-club.ru,www.marina-club.ru/,(495) 363-60-61,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-23:55'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-23:55'}, {'DayOfWeek': 'среда', 'Hours': '07:00-23:55'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-23:55'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-23:55'}, {'DayOfWeek': 'суббота', 'Hours': '07:00-23:55'}, {'DayOfWeek': 'воскресенье', 'Hours': '07:00-23:55'}]",,нет,,да,,да,да,да,да,да,да,да,01.01-31.12,"[{'Square': 1250, 'Length': 50, 'Width': 25, 'Depth': 2.2}]",смешанное освещение,специальное покрытие,0,платно,Клубная карта,частично приспособлен,общая физическая подготовка,"{'coordinates': [37.4777598234382, 55.8275083376843], 'type': 'Point'}"
613747686,Фитнес-клуб «Селф клуб»,бассейн плавательный 25-ти метровый крытый,[{'Photo': '0be483ce-9195-4fdb-90d0-a96d625dc644'}],Северо-Восточный административный округ,Бабушкинский район,"Верхоянская улица, дом 9",info@selfclub.ru,selfclub.ru,(495) 780-00-08,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'среда', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'суббота', 'Hours': '08:00-23:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:00-23:00'}]",,нет,,нет,,да,да,да,да,да,да,да,01.09-31.08,"[{'Square': 375, 'Length': 25, 'Width': 15, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.6673614089744, 55.8560456428104], 'type': 'Point'}"
613758425,Фитнес-клуб «Х-Фит Отрадное»,бассейн плавательный 25-ти метровый крытый,[{'Photo': 'ed73b258-46c4-4536-b113-14a062e7c854'}],Северо-Восточный административный округ,район Отрадное,"Отрадная улица, дом 8",orb-manager@xfit.ru,www.xfit.ru/club/moskva/orbita/,(495) 662-30-34,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-23:55'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-23:55'}, {'DayOfWeek': 'среда', 'Hours': '07:00-23:55'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-23:55'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-23:55'}, {'DayOfWeek': 'суббота', 'Hours': '07:00-23:55'}, {'DayOfWeek': 'воскресенье', 'Hours': '07:00-23:55'}]",,нет,,нет,,да,да,да,да,нет,да,да,01.01-31.12,"[{'Square': 250, 'Length': 25, 'Width': 10, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.6082776183853, 55.8572917447103], 'type': 'Point'}"
613809317,Физкультурно-оздоровительный комплекс с бассейном «Орбита»,бассейн плавательный крытый,[{'Photo': '7acd0bec-b2bb-4c34-b075-537ff2aee4c0'}],Зеленоградский административный округ,район Савёлки,"город Зеленоград, Озёрная аллея, дом 6",zelenograd@mossport.ru,zelenograd.mossport.ru,(499) 735-17-55,,"[{'DayOfWeek': 'понедельник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'вторник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'среда', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'четверг', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'пятница', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'суббота', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:00-20:00'}]",,нет,,нет,,да,да,да,нет,нет,да,да,01.01-31.12,"[{'Square': 133.6, 'Length': 16.7, 'Width': 8, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,частично приспособлен,общая физическая подготовка,"{'coordinates': [37.2261672721977, 55.98689558893], 'type': 'Point'}"
613825854,Фитнес клуб «Космос»,бассейн плавательный крытый,[{'Photo': '2448db8a-454e-4b42-a1ba-d58216bcaf55'}],Северо-Восточный административный округ,Алексеевский район,"проспект Мира, дом 150",kosmos-fitness@yandex.ru,www.hotelcosmos.ru/service/fitnes,(495) 153-87-92,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'среда', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'суббота', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '07:00-23:00'}]",,нет,,нет,,да,да,да,да,да,да,да,01.01-31.12,"[{'Square': 240, 'Length': 20, 'Width': 12, 'Depth': 1.7}]",освещение светодиодными лампами,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.64753523579, 55.8224867449641], 'type': 'Point'}"
613827527,"Многофункциональный спортивный комплекс «Формула воды», ул. Ибрагимова","бассейн плавательный 25-ти метровый крытый №1, «Бассейн №11»",[{'Photo': '1f768778-1b04-4c52-a61c-33342b06b5e1'}],Восточный административный округ,район Соколиная Гора,"улица Ибрагимова, дом 32",mso@mos.sport,mos.sport/,(495) 681-01-48,,"[{'DayOfWeek': 'понедельник', 'Hours': '06:45-22:00'}, {'DayOfWeek': 'вторник', 'Hours': '06:45-22:00'}, {'DayOfWeek': 'среда', 'Hours': '06:45-22:00'}, {'DayOfWeek': 'четверг', 'Hours': '06:45-22:00'}, {'DayOfWeek': 'пятница', 'Hours': '06:45-22:00'}, {'DayOfWeek': 'суббота', 'Hours': '06:45-22:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '07:45-20:00'}]",,нет,,нет,,да,нет,да,нет,да,да,да,01.01-31.12,"[{'Square': 347.5, 'Length': 25, 'Width': 13.9, 'Depth': 0.9}]",смешанное освещение,специальное покрытие,0,платно,,частично приспособлен,общая физическая подготовка,"{'coordinates': [37.730781047251, 55.7887023450816], 'type': 'Point'}"
613842432,Бассейн плавательный «Дельфин»,бассейн плавательный 25-ти метровый крытый,[{'Photo': 'b3be14df-4809-4ff2-b15f-47d4d1d705eb'}],Юго-Восточный административный округ,район Некрасовка,"2-я Вольская улица, дом 16, корпус 3",s4@mossport.ru,s4.mossport.ru/,(495) 706-75-45,,"[{'DayOfWeek': 'понедельник', 'Hours': '06:00-23:00'}, {'DayOfWeek': 'вторник', 'Hours': '06:00-23:00'}, {'DayOfWeek': 'среда', 'Hours': '06:00-23:00'}, {'DayOfWeek': 'четверг', 'Hours': '06:00-23:00'}, {'DayOfWeek': 'пятница', 'Hours': '06:00-23:00'}, {'DayOfWeek': 'суббота', 'Hours': '06:00-23:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '06:00-23:00'}]",,нет,,нет,,да,да,да,нет,нет,да,да,01.09-31.08,"[{'Square': 212.5, 'Length': 25, 'Width': 8.5, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,частично приспособлен,общая физическая подготовка,"{'coordinates': [37.9236495002047, 55.6855082910421], 'type': 'Point'}"
613843117,Спортивный комплекс «Чертаново» в мкр-не Северное Чертаново,бассейн плавательный 25-ти метровый крытый,[{'Photo': '5181d451-ae82-496c-a681-7c0dc35b4936'}],Южный административный округ,район Чертаново Северное,"микрорайон Северное Чертаново, корпус 806",chertanovosk@mgfso.ru,mgfso.mossport.ru/object,(495) 318-32-22,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'среда', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'суббота', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '07:00-23:00'}]",,нет,,нет,,да,нет,да,нет,нет,да,нет,01.01-31.12,"[{'Square': 275, 'Length': 25, 'Width': 11, 'Depth': 2.4}]",смешанное освещение,специальное покрытие,0,платно,,частично приспособлен,общая физическая подготовка,"{'coordinates': [37.5941843919625, 55.6353601265825], 'type': 'Point'}"
613854468,Физкультурно-оздоровительный комплекс с бассейном «Курьяново»,бассейн плавательный 25-ти метровый крытый,[{'Photo': '8db3dd1e-14ee-4107-be6a-00f47136a1de'}],Юго-Восточный административный округ,район Печатники,"1-й Курьяновский проезд, дом 17, строение 1",cop@mossport.ru,vostok.mossport.ru/,(499) 780-15-82,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-22:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-22:00'}, {'DayOfWeek': 'среда', 'Hours': '07:00-22:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-22:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-22:00'}, {'DayOfWeek': 'суббота', 'Hours': '08:00-22:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:45-21:00'}]",,нет,,нет,,да,нет,да,нет,нет,да,да,01.01-31.12,"[{'Square': 300, 'Length': 25, 'Width': 12, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,прейскурант цен указан на сайте организации,частично приспособлен,общая физическая подготовка,"{'coordinates': [37.6952389191541, 55.6554920654456], 'type': 'Point'}"
613894393,Фитнес-клуб «Кенга»,бассейн плавательный 25-ти метровый крытый,[{'Photo': 'e727e0be-bddb-4f59-809f-d40f0735ce8b'}],Северный административный округ,район Ховрино,"Фестивальная улица, дом 22, строение 6А",kenga-sport@yandex.ru,www.kenga-sport.ru,(495) 454-71-00,,"[{'DayOfWeek': 'понедельник', 'Hours': '06:30-23:59'}, {'DayOfWeek': 'вторник', 'Hours': '06:30-23:59'}, {'DayOfWeek': 'среда', 'Hours': '06:30-23:59'}, {'DayOfWeek': 'четверг', 'Hours': '06:30-23:59'}, {'DayOfWeek': 'пятница', 'Hours': '06:30-23:59'}, {'DayOfWeek': 'суббота', 'Hours': '08:00-22:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:00-22:00'}]",,нет,,нет,,да,да,да,да,да,нет,да,01.01-31.12,"[{'Square': 300, 'Length': 25, 'Width': 12, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.5011012395885, 55.8581663901259], 'type': 'Point'}"
613899654,"Многофункциональный спортивный комплекс «Формула воды», ул. Ибрагимова","бассейн плавательный 50-ти метровый крытый, «Бассейн №10»",[{'Photo': 'cc412cad-89a4-42f5-8430-6b153b8b18c6'}],Восточный административный округ,район Соколиная Гора,"улица Ибрагимова, дом 32",mso@mos.sport,mos.sport/,(495) 681-01-48,,"[{'DayOfWeek': 'понедельник', 'Hours': '06:45-22:00'}, {'DayOfWeek': 'вторник', 'Hours': '06:45-22:00'}, {'DayOfWeek': 'среда', 'Hours': '06:45-22:00'}, {'DayOfWeek': 'четверг', 'Hours': '06:45-22:00'}, {'DayOfWeek': 'пятница', 'Hours': '06:45-22:00'}, {'DayOfWeek': 'суббота', 'Hours': '06:45-22:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '07:45-20:00'}]",,нет,,нет,,да,нет,да,нет,да,да,да,01.01-31.12,"[{'Square': 1045, 'Length': 50, 'Width': 20.9, 'Depth': 1.9}]",смешанное освещение,специальное покрытие,430,платно,,частично приспособлен,общая физическая подготовка,"{'coordinates': [37.730781047251, 55.7887023450816], 'type': 'Point'}"
613929161,Фитнес клуб «Практика»,бассейн плавательный крытый,[{'Photo': '32f35a6c-3c89-4641-9091-ecb250e16cd0'}],Северный административный округ,район Аэропорт,"Красноармейская улица, дом 11, корпус 2",director@fitnes.ru,praktika-dinamo.ru/?ysclid=l9pk1qzle3142053623,(495) 481-88-44,,"[{'DayOfWeek': 'понедельник', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'вторник', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'среда', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'четверг', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'пятница', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'суббота', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'воскресенье', 'Hours': 'круглосуточно'}]",,нет,,нет,,да,да,да,да,нет,нет,да,01.01-31.12,"[{'Square': 126, 'Length': 18, 'Width': 7, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,частично приспособлен,общая физическая подготовка,"{'coordinates': [37.5435580650344, 55.7997977187013], 'type': 'Point'}"
625851864,Спортивный комплекс образовательного учреждения,бассейн плавательный площадью более 60-ти кв.м крытый,[{'Photo': 'ee6bae2f-ad35-46ba-abec-765223380c82'}],Северо-Восточный административный округ,район Марьина Роща,"Октябрьская улица, дом 81",sch-mr@edu.mos.ru,sch-mr.mskobr.ru,(495) 181-56-56,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-18:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-18:00'}, {'DayOfWeek': 'среда', 'Hours': '07:00-18:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-18:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-18:00'}, {'DayOfWeek': 'суббота', 'Hours': 'закрыто'}, {'DayOfWeek': 'воскресенье', 'Hours': 'закрыто'}]",,нет,,нет,,да,да,да,да,нет,да,да,01.09-31.08,"[{'Square': 150, 'Length': 15, 'Width': 10, 'Depth': 150}]",смешанное освещение,специальное покрытие,0,платно,320,не приспособлен,общая физическая подготовка,"{'coordinates': [37.612068394698, 55.796117019483], 'type': 'Point'}"
626219510,Спортивный комплекс среднего профессионального образовательного учреждения,бассейн плавательный 25-ти метровый крытый,[{'Photo': 'fece43fb-89d1-4b2c-b6e7-d8bb9d704826'}],Восточный административный округ,район Метрогородок,"Вербная улица, дом 4, строение 7",spo-21@edu.mos.ru,tk21.mskobr.ru,(499) 167-03-18,,"[{'DayOfWeek': 'понедельник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'вторник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'среда', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'четверг', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'пятница', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'суббота', 'Hours': 'закрыто'}, {'DayOfWeek': 'воскресенье', 'Hours': 'закрыто'}]",,нет,,нет,,да,нет,да,да,нет,нет,нет,01.01-31.12,"[{'Square': 200, 'Length': 25, 'Width': 8, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.7756666478156, 55.8242681977311], 'type': 'Point'}"
626248481,Бассейн плавательный «МАУ ДО ДЮСШ-2»,бассейн плавательный 25-ти метровый крытый,[{'Photo': '9eb6dc19-c784-48d1-8c3c-93ed426caca5'}],Троицкий административный округ,поселение Троицк,"город Троицк, Сиреневый бульвар, дом 15",swim_troitsk@mail.ru,admtroitsk.ru,(495) 851-60-47,,"[{'DayOfWeek': 'понедельник', 'Hours': '08:00-22:00'}, {'DayOfWeek': 'вторник', 'Hours': '08:00-22:00'}, {'DayOfWeek': 'среда', 'Hours': '08:00-22:00'}, {'DayOfWeek': 'четверг', 'Hours': '08:00-22:00'}, {'DayOfWeek': 'пятница', 'Hours': '08:00-22:00'}, {'DayOfWeek': 'суббота', 'Hours': '08:00-22:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:00-22:00'}]",,нет,,нет,,да,нет,да,да,нет,да,нет,01.09-31.08,"[{'Square': 212.5, 'Length': 25, 'Width': 8.5, 'Depth': None}]",смешанное освещение,специальное покрытие,0,бесплатно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.2950801333268, 55.4726481559765], 'type': 'Point'}"
